+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                             ;
+-------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                         ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; WordShifter0|final_shift|InputSelect|\G_NBit_MUX:11:MUXI          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|InputSelect|\G_NBit_MUX:10:MUXI|or_1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|InputSelect|\G_NBit_MUX:10:MUXI|and_2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|InputSelect|\G_NBit_MUX:10:MUXI|and_1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|InputSelect|\G_NBit_MUX:10:MUXI|not_1    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|InputSelect|\G_NBit_MUX:10:MUXI          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|InputSelect|\G_NBit_MUX:9:MUXI|or_1      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|InputSelect|\G_NBit_MUX:9:MUXI|and_2     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|InputSelect|\G_NBit_MUX:9:MUXI|and_1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|InputSelect|\G_NBit_MUX:9:MUXI|not_1     ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|InputSelect|\G_NBit_MUX:9:MUXI           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|InputSelect|\G_NBit_MUX:8:MUXI|or_1      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|InputSelect|\G_NBit_MUX:8:MUXI|and_2     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|InputSelect|\G_NBit_MUX:8:MUXI|and_1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|InputSelect|\G_NBit_MUX:8:MUXI|not_1     ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|InputSelect|\G_NBit_MUX:8:MUXI           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|InputSelect|\G_NBit_MUX:7:MUXI|or_1      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|InputSelect|\G_NBit_MUX:7:MUXI|and_2     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|InputSelect|\G_NBit_MUX:7:MUXI|and_1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|InputSelect|\G_NBit_MUX:7:MUXI|not_1     ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|InputSelect|\G_NBit_MUX:7:MUXI           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|InputSelect|\G_NBit_MUX:6:MUXI|or_1      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|InputSelect|\G_NBit_MUX:6:MUXI|and_2     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|InputSelect|\G_NBit_MUX:6:MUXI|and_1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|InputSelect|\G_NBit_MUX:6:MUXI|not_1     ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|InputSelect|\G_NBit_MUX:6:MUXI           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|InputSelect|\G_NBit_MUX:5:MUXI|or_1      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|InputSelect|\G_NBit_MUX:5:MUXI|and_2     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|InputSelect|\G_NBit_MUX:5:MUXI|and_1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|InputSelect|\G_NBit_MUX:5:MUXI|not_1     ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|InputSelect|\G_NBit_MUX:5:MUXI           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|InputSelect|\G_NBit_MUX:4:MUXI|or_1      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|InputSelect|\G_NBit_MUX:4:MUXI|and_2     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|InputSelect|\G_NBit_MUX:4:MUXI|and_1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|InputSelect|\G_NBit_MUX:4:MUXI|not_1     ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|InputSelect|\G_NBit_MUX:4:MUXI           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|InputSelect|\G_NBit_MUX:3:MUXI|or_1      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|InputSelect|\G_NBit_MUX:3:MUXI|and_2     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|InputSelect|\G_NBit_MUX:3:MUXI|and_1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|InputSelect|\G_NBit_MUX:3:MUXI|not_1     ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|InputSelect|\G_NBit_MUX:3:MUXI           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|InputSelect|\G_NBit_MUX:2:MUXI|or_1      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
